THEME;STHEME;NOM;NOMMAJ;IDENT;ADRESSE;INFOCOMP;LIEN;X_LONG;Y_LAT
sports loisirs;Terrains et salles de sport;Palais des sports;PALAIS DES SPORTS;1058;place de la Ferme de Richemont, 33000 Bordeaux;;;-0,572510250919828;44,8356247139743
sports loisirs;Equipements sportifs et ludiques;Vélodrome du Lac;VELODROME DU LAC;663;crs Jules Ladoumegue, 33300 Bordeaux;Tel : 05 56 43 16 05;http:// www.axelvega.fr;-0,565228842375302;44,8991483516204
sports loisirs;Nautisme;Port Bastide;PORT BASTIDE;664;quai des Queyries, 33100 Bordeaux;;;-0,564212890487399;44,8495509435277
sports loisirs;Terrains et salles de sport;Stade Suzon;STADE SUZON;665;che Suzon, 33400 Bordeaux;;;-0,579207833807522;44,8126432609108
sports loisirs;Terrains et salles de sport;Stade Sainte Germaine;STADE SAINTE GERMAINE;666;rue Ferdinand de Lesseps, 33110 Bordeaux;;;-0,617733049677768;44,8705736302139
sports loisirs;Terrains et salles de sport;Salle d'escrime Guy Laupies;SALLE D  ESCRIME GUY LAUPIES;667;107 ave République, 33200 Bordeaux;;;-0,604995731906728;44,8402006751453
sports loisirs;Nautisme;Ponton Benauge;PONTON BENAUGE;669;1 quai Deschamps, 33100 Bordeaux;;;-0,558825386658389;44,8381332601763
sports loisirs;Terrains et salles de sport;Gymnase Barbey;GYMNASE BARBEY;670;14 crs Barbey, 33800 Bordeaux;;;-0,562885494412952;44,82711702435
sports loisirs;Terrains et salles de sport;Stade Charles Martin;STADE CHARLES MARTIN;671;rue Charles Martin, 33300 Bordeaux;;;-0,550513724698587;44,8738632107121
sports loisirs;Terrains et salles de sport;Stade Grand Parc III;STADE GRAND PARC III;672;rue Pierre Trébod, 33300 Bordeaux;;;-0,58279547512431;44,8574474888051
sports loisirs;Piscines et baignades;Plage du Lac;PLAGE DU LAC;673;bd Jacques Chaban Delmas, 33300 Bordeaux;;;-0,578050826297592;44,8782685179843
sports loisirs;Terrains et salles de sport;Gymnase Montaigne;GYMNASE MONTAIGNE;674;rue du Mirail, 33000 Bordeaux;;;-0,571179150881065;44,8330948445545
sports loisirs;Terrains et salles de sport;Gymnase Jean Dauguet;GYMNASE JEAN DAUGUET;676;rue de la Benauge, 33100 Bordeaux;;;-0,545137758456445;44,8426171726457
sports loisirs;Terrains et salles de sport;Stade Maître Jean;STADE MAITRE JEAN;677;rue de Maître Jean, 33000 Bordeaux;;;-0,613115755433654;44,829313230855
sports loisirs;Piscines et baignades;Piscine Stéhélin;PISCINE STEHELIN;678;217 ave Maréchal De Lattre de Tassigny, 33200 Bordeaux;;;-0,622237276417572;44,8573018862327
sports loisirs;Terrains et salles de sport;Gymnase Malleret;GYMNASE MALLERET;679;rue Malleret, 33000 Bordeaux;;;-0,585472517074729;44,8489257610508
sports loisirs;Terrains et salles de sport;Stade Tregey;STADE TREGEY;681;rue Trégey, 33100 Bordeaux;;;-0,547146995342712;44,8389259855432
sports loisirs;Terrains et salles de sport;Stade Alfred Daney;STADE ALFRED DANEY;683;bd Alfred daney, 33300 Bordeaux;;;-0,570636708789208;44,8667501731575
sports loisirs;Equipements sportifs et ludiques;City Stade Les Aubiers;CITY STADE LES AUBIERS;684;4200 rue du Petit Miot, 33300 Bordeaux;;;-0,569212677975406;44,8732600864609
sports loisirs;Terrains et salles de sport;Gymnase des Chartrons;GYMNASE DES CHARTRONS;686;rue Andre Darbon, 33300 Bordeaux;;;-0,567145870225419;44,8556003562104
sports loisirs;Terrains et salles de sport;Stade Bel Air;STADE BEL AIR;687;ave Bel Air, 33200 Bordeaux;;;-0,606505910855077;44,8420442167075
sports loisirs;Terrains et salles de sport;Stade Chaban Delmas;STADE CHABAN DELMAS;688;pce Johnston, 33000 Bordeaux;;;-0,598243019156834;44,8292065328448
sports loisirs;Piscines et baignades;Piscine Judaïque;PISCINE JUDAIQUE;690;166 rue Judaïque, 33000 Bordeaux;;;-0,590893501625303;44,8401353131646
sports loisirs;Terrains et salles de sport;Stadium;STADIUM;691;crs Jules ladoumegue, 33300 Bordeaux;;;-0,56582173464136;44,8989568250583
sports loisirs;Nautisme;Centre de Voile;CENTRE DE VOILE;692;bd JACQUES CHABAN DELMAS, 33520 Bordeaux;;;-0,581253917421449;44,8803406744634
sports loisirs;Terrains et salles de sport;Stade Galin;STADE GALIN;695;rue Galin, 33100 Bordeaux;;;-0,540232486079121;44,8477824492504
sports loisirs;Equipements sportifs et ludiques;Piste d'accélération moto;PISTE D'ACCELERATION MOTO;696;ave de Labarde, 33300 Bordeaux;;;-0,552792502324479;44,9023177068685
sports loisirs;Terrains et salles de sport;City stade Reignier;CITY STADE REIGNIER;697;rue Reignier, 33100 Bordeaux;;;-0,561101175742673;44,8475489221135
sports loisirs;Terrains et salles de sport;Salle Envol d'Aquitaine;SALLE ENVOL D'AQUITAINE;698;4 bis rue des Douves, 33800 Bordeaux;;;-0,56615132354965;44,8307041436105
sports loisirs;Equipements sportifs et ludiques;City Stade Carle Vernet;CITY STADE CARLE VERNET;699;rue Professeur Princeteau, 33800 Bordeaux;;;-0,549478174899475;44,8182149746207
sports loisirs;Equipements sportifs et ludiques;Golf de Bordeaux-Lac;GOLF DE BORDEAUX-LAC;700;ave Pernon, 33300 Bordeaux;Tel : 05 56 50 92 72;;-0,561585573031;44,9092252844276
sports loisirs;Terrains et salles de sport;Centre international de football;CENTRE INTERNATIONAL DE FOOTBALL;702;rue JOLIOT CURIE, 33185 Bordeaux;;;-0,66903244693494;44,8775239598023
sports loisirs;Terrains et salles de sport;Gymnase de La flèche;GYMNASE DE LA FLECHE;703;21 rue Ulysse Despaux, 33000 Bordeaux;;;-0,567184023902624;44,8339166804827
sports loisirs;Piscines et baignades;Piscine Georges Tissot;PISCINE GEORGES TISSOT;704;46 rue Léon Blum, 33300 Bordeaux;;;-0,546753957924305;44,8790263534812
sports loisirs;Equipements sportifs et ludiques;Camping de Bordeaux-Lac;CAMPING DE BORDEAUX LAC;707;bd JACQUES CHABAN DELMAS, 33520 Bordeaux;;;-0,58039908665732;44,8954535048303
sports loisirs;Terrains et salles de sport;Gymnase des Peupliers;GYMNASE DES PEUPLIERS;708;45 all des Peupliers, 33000 Bordeaux;;;-0,611102109833577;44,8316657575248
sports loisirs;Terrains et salles de sport;Stade Stéhélin;STADE STEHELIN;709;ave Maréchal de Lattre de Tassigny, 33200 Bordeaux;Deux entrées : rue Stéhélin et avenue maréchal de Lattre de Tassigny;;-0,622110007648959;44,8563045479113
sports loisirs;Equipements sportifs et ludiques;Terrain de bi-cross de Bordeaux-Lac;TERRAIN DE BI-CROSS DE BORDEAUX-LAC;710;rue du Petit Miot, 33300 Bordeaux;;;-0,568584069959395;44,8720026547735
sports loisirs;Terrains et salles de sport;Stade Municipal Chaban Delmas (annexe);STADE MUNICIPALE CHABAN DELMAS (ANNEXE);711;pce Johnston, 33000 Bordeaux;;;-0,59858197664607;44,8275272092912
sports loisirs;Terrains et salles de sport;Gymnase Coqs Rouges;GYMNASE COQS ROUGES;712;14 pce Sainte Eulalie, 33000 Bordeaux;;;-0,577565875882837;44,8337635587072
sports loisirs;Nautisme;Centre nautique de Bordeaux lac;CENTRE NAUTIQUE DE BORDEAUX LAC;713;bd JACQUES CHABAN DELMAS, 33520 Bordeaux;;;-0,586569743182503;44,889904238183
sports loisirs;Equipements sportifs et ludiques;Bowling Mériadeck;BOWLING MERIADECK;715;terr du Général Koening, 33000 Bordeaux;Tel : 05 56 93 05 85;;-0,588137770509466;44,8371615008049
sports loisirs;Terrains et salles de sport;Gymnase Nelson Paillou;GYMNASE NELSON PAILLOU;716;53 rue Pauline Kergomard, 33800 Bordeaux;;;-0,573530855404772;44,8228526329869
sports loisirs;Equipements sportifs et ludiques;City Stade Port de la Lune;CITY STADE PORT DE LA LUNE;717;rue Cardinal Feltin, 33300 Bordeaux;;;-0,54115170049989;44,8789316912187
