EXERCICE;D_R;I_F;ORDRE_O_N;CODE_CHAPITRE;LIBELLE_CHAPITRE;CODE_SS_FONCTION;LIBELLE_SS_FONCTION;CODE_ARTICLE;LIBELLE_ARTICLE;MONTANT
2012;D;I;N;001;RESULTAT D'INVESTISSEMENT REPORTE;01;Services généraux opérations non ventilables;001;RESULTAT D'INVESTISSEMENT REPORTE;0
2012;R;F;N;002;RESULTAT DE FONCTIONNEMENT REPORTE;01;Services généraux opérations non ventilables;002;RESULTAT DE FONCTIONNEMENT REPORTE;0
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;01;Services généraux opérations non ventilables;6288;DIVERS - AUTRES SERVICES EXTERIEURS;10000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6041;ACHATS D'ETUDES;500
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6042;ACHATS DE PRESTATIONS DE SERVICES;562840
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60611;EAU ET ASSAINISSEMENT;677000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60612;ENERGIE;5285000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60621;COMBUSTIBLES;886800
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60623;ALIMENTATION;123000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60628;AUTRES FOURNITURES NON STOCKEES;2000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60631;FOURNITURES D'ENTRETIEN;37400
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60632;FOURNITURES DE PETIT EQUIPEMENT;72940
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;60636;VETEMENTS DE TRAVAIL;68000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6064;FOURNITURES ADMINISTRATIVES;216300
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6068;AUTRES MATIERES ET FOURNITURES;922200
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;611;CONTRATS PRESTATIONS DE SERVICES;864100
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6132;LOCATIONS IMMOBILIERES;1992335
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6135;LOCATIONS MOBILIERES;110100
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;614;CHARGES LOCATIVES ET DE COPROPRIETE;847465
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61521;ENTRETIEN ET REPARATIONS - TERRAINS;500
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61522;ENTRETIEN ET REPARATIONS - BATIMENTS;1493000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61551;ENTRETIEN ET REPARATIONS - MATERIEL ROULANT;8000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;96100
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6156;MAINTENANCE;1561112
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;616;PRIMES D'ASSURANCE;567040
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;617;ETUDES ET RECHERCHES;450000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6182;DOCUMENTATION GENERALE ET TECHNIQUE;271800
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6184;VERSEMENTS A DES ORGANISMES DE FORMATION;781000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6185;FRAIS DE COLLOQUES ET SEMINAIRES;6300
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6188;AUTRES FRAIS DIVERS;5000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6225;INDEMNITES AU COMPTABLE ET AUX REGISSEURS;12300
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6226;HONORAIRES;100000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6227;FRAIS D'ACTES ET DE CONTENTIEUX;229000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6228;REMUNERATIONS D'INTERMEDIAIRES ET HONORAIRES- DIVERS;9000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6231;ANNONCES ET INSERTIONS;265500
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6232;FETES ET CEREMONIES;17000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6236;CATALOGUES ET IMPRIMES;176000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6237;PUBLICATIONS;10000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;100000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6241;TRANSPORT DE BIENS;20000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6244;TRANSPORTS ADMINISTRATIFS;5000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6247;TRANSPORTS COLLECTIFS;232720
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6248;TRANSPORTS DE BIENS ET TRANSPORTS COLLECTIFS - DIVERS;2000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6251;VOYAGES ET DEPLACEMENTS;5500
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6256;MISSIONS;99800
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6257;RECEPTIONS;456200
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6261;FRAIS D'AFFRANCHISSEMENT;638268
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6262;FRAIS DE TELECOMMUNICATIONS;1580880
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;627;SERVICES BANCAIRES ET ASSIMILES;10000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6281;CONCOURS DIVERS (COTISATIONS);138920
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6282;FRAIS DE GARDIENNAGE;1051800
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6283;FRAIS DE NETTOYAGE DES LOCAUX;580600
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6284;REDEVANCES POUR SERVICES RENDUS;0
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;62876;REMBOURSEMENTS DE FRAIS AU GFP DE RATTACHEMENT;5934697
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6288;DIVERS - AUTRES SERVICES EXTERIEURS;837600
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;63512;TAXES FONCIERES;1400000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6354;DROITS D'ENREGISTREMENT ET DE TIMBRE;0
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6355;TAXES ET IMPOTS SUR LES VEHICULES;3180
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6358;AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (ADM IMPOTS);6155
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6042;ACHATS DE PRESTATIONS DE SERVICES;40850
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;60623;ALIMENTATION;64000
2012;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;60632;FOURNITURES DE PETIT EQUIPEMENT;200
