EXERCICE;D_R;I_F;ORDRE_O_N;CODE_CHAPITRE;LIBELLE_CHAPITRE;CODE_SS_FONCTION;LIBELLE_SS_FONCTION;CODE_ARTICLE;LIBELLE_ARTICLE;MONTANT
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6068;AUTRES MATIERES ET FOURNITURES;10600
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;611;CONTRATS PRESTATIONS DE SERVICES;283000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6135;LOCATIONS MOBILIERES;39500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;2000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6156;MAINTENANCE;15759
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6182;DOCUMENTATION GENERALE ET TECHNIQUE;0
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6184;VERSEMENTS A DES ORGANISMES DE FORMATION;0
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6185;FRAIS DE COLLOQUES ET SEMINAIRES;500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6231;ANNONCES ET INSERTIONS;17000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6236;CATALOGUES ET IMPRIMES;92700
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6237;PUBLICATIONS;2000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6247;TRANSPORTS COLLECTIFS;8500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6257;RECEPTIONS;6000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6281;CONCOURS DIVERS (COTISATIONS);3000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6282;FRAIS DE GARDIENNAGE;13000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6283;FRAIS DE NETTOYAGE DES LOCAUX;633950
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6042;ACHATS DE PRESTATIONS DE SERVICES;92800
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60623;ALIMENTATION;4755
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60628;AUTRES FOURNITURES NON STOCKEES;3200
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60631;FOURNITURES D'ENTRETIEN;100600
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60632;FOURNITURES DE PETIT EQUIPEMENT;60516
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60633;FOURNITURES DE VOIRIE;12500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60636;VETEMENTS DE TRAVAIL;100832
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6064;FOURNITURES ADMINISTRATIVES;20900
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6068;AUTRES MATIERES ET FOURNITURES;115825
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;611;CONTRATS PRESTATIONS DE SERVICES;21038
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6135;LOCATIONS MOBILIERES;58267
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61521;ENTRETIEN ET REPARATIONS - TERRAINS;42000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61522;ENTRETIEN ET REPARATIONS - BATIMENTS;3100
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;40092
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6156;MAINTENANCE;3250
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;617;ETUDES ET RECHERCHES;2000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6182;DOCUMENTATION GENERALE ET TECHNIQUE;2800
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6185;FRAIS DE COLLOQUES ET SEMINAIRES;200
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6226;HONORAIRES;600
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6236;CATALOGUES ET IMPRIMES;14300
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;200
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6241;TRANSPORT DE BIENS;0
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6247;TRANSPORTS COLLECTIFS;165010
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6257;RECEPTIONS;2100
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6281;CONCOURS DIVERS (COTISATIONS);2320
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6283;FRAIS DE NETTOYAGE DES LOCAUX;67653
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62875;REMBOURSEMENTS DE FRAIS AUX COMMUNES MEMBRES DU GFP;60000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62876;REMBOURSEMENTS DE FRAIS AU GFP DE RATTACHEMENT;5661
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;50000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6288;DIVERS - AUTRES SERVICES EXTERIEURS;1050
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6042;ACHATS DE PRESTATIONS DE SERVICES;1000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60611;EAU ET ASSAINISSEMENT;315000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60623;ALIMENTATION;900
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60628;AUTRES FOURNITURES NON STOCKEES;70800
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60632;FOURNITURES DE PETIT EQUIPEMENT;16670
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6064;FOURNITURES ADMINISTRATIVES;4900
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6068;AUTRES MATIERES ET FOURNITURES;139500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6135;LOCATIONS MOBILIERES;16500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;12200
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6156;MAINTENANCE;24900
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6247;TRANSPORTS COLLECTIFS;900
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6283;FRAIS DE NETTOYAGE DES LOCAUX;225800
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;1527978
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6288;DIVERS - AUTRES SERVICES EXTERIEURS;0
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;414;Autres équipements sportifs ou de loisir;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;967051
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6042;ACHATS DE PRESTATIONS DE SERVICES;13500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;60623;ALIMENTATION;500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;60632;FOURNITURES DE PETIT EQUIPEMENT;2000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6068;AUTRES MATIERES ET FOURNITURES;3000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;611;CONTRATS PRESTATIONS DE SERVICES;1000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6135;LOCATIONS MOBILIERES;7000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6236;CATALOGUES ET IMPRIMES;500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;45000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6241;TRANSPORT DE BIENS;500
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6247;TRANSPORTS COLLECTIFS;200
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6257;RECEPTIONS;2000
2014;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6042;ACHATS DE PRESTATIONS DE SERVICES;764500
